season,team_api_id,time,total_gols_scored,total_partidas,media_gols_partida
2010/2011,8483,Blackpool,55,38,1.4473684210526316
2008/2009,7947,FCV Dender EH,44,34,1.2941176470588236
2015/2016,7896,Lugano,46,36,1.2777777777777777
2008/2009,9996,Royal Excel Mouscron,42,34,1.2352941176470589
2015/2016,8306,UD Las Palmas,45,38,1.1842105263157894
2015/2016,8678,Bournemouth,45,38,1.1842105263157894
2012/2013,8194,Fortuna Düsseldorf,39,34,1.1470588235294117
2012/2013,9798,Reading,43,38,1.131578947368421
2008/2009,6601,FC Volendam,38,34,1.1176470588235294
2015/2016,8262,SV Darmstadt 98,38,34,1.1176470588235294
2015/2016,177361,Termalica Bruk-Bet Nieciecza,33,30,1.1
2009/2010,9867,CD Tenerife,40,38,1.0526315789473684
2015/2016,8121,Angers SCO,40,38,1.0526315789473684
2015/2016,9817,Watford,40,38,1.0526315789473684
2011/2012,8457,Dunfermline Athletic,40,38,1.0526315789473684
2008/2009,4049,Tubize,35,34,1.0294117647058822
2010/2011,8152,FC St. Pauli,35,34,1.0294117647058822
2009/2010,9868,Xerez Club Deportivo,38,38,1.0
2008/2009,8388,CD Numancia,38,38,1.0
2011/2012,9836,Dijon FCO,38,38,1.0
2015/2016,188163,Tondela,34,34,1.0
2015/2016,208931,Carpi,37,38,0.9736842105263158
2015/2016,6391,GFC Ajaccio,37,38,0.9736842105263158
2015/2016,8234,FC Ingolstadt 04,33,34,0.9705882352941176
2010/2011,9765,Portimonense,29,30,0.9666666666666667
2010/2011,10278,Hércules Club de Fútbol,36,38,0.9473684210526315
2011/2012,6269,Novara,34,36,0.9444444444444444
2010/2011,6351,KAS Eupen,28,30,0.9333333333333333
2015/2016,9891,Frosinone,35,38,0.9210526315789473
2014/2015,8460,SC Paderborn 07,31,34,0.9117647058823529
2011/2012,4064,Feirense,27,30,0.9
2010/2011,9858,Brescia,34,38,0.8947368421052632
2008/2009,8479,RC Recreativo,34,38,0.8947368421052632
2015/2016,8197,Leicester City,68,76,0.8947368421052632
2008/2009,8398,FC Energie Cottbus,30,34,0.8823529411764706
2008/2009,8295,Karlsruher SC,30,34,0.8823529411764706
2008/2009,10213,Amadora,26,30,0.8666666666666667
2014/2015,6547,FC Penafiel,29,34,0.8529411764705882
2008/2009,9912,DSC Arminia Bielefeld,29,34,0.8529411764705882
2013/2014,9776,Eintracht Braunschweig,29,34,0.8529411764705882
2013/2014,8344,Cardiff City,32,38,0.8421052631578947
2015/2016,8573,KV Oostende,55,66,0.8333333333333334
2008/2009,7992,Trofense,25,30,0.8333333333333334
2009/2010,4170,US Boulogne Cote D'Opale,31,38,0.8157894736842105
2014/2015,8550,FC Metz,31,38,0.8157894736842105
2015/2016,6367,Uniao da Madeira,27,34,0.7941176470588235
2008/2009,8690,Reggio Calabria,30,38,0.7894736842105263
2008/2009,9746,Le Havre AC,30,38,0.7894736842105263
2012/2013,8357,SpVgg Greuther Fürth,26,34,0.7647058823529411
2008/2009,8549,Middlesbrough,28,38,0.7368421052631579
2013/2014,8027,Zawisza Bydgoszcz,43,60,0.7166666666666667
2012/2013,9878,Pescara,27,38,0.7105263157894737
2014/2015,6631,FC Dordrecht,24,34,0.7058823529411765
2010/2011,8350,1. FC Kaiserslautern,48,68,0.7058823529411765
2008/2009,8614,Sparta Rotterdam,46,68,0.6764705882352942
2013/2014,6433,Go Ahead Eagles,45,68,0.6617647058823529
2015/2016,274581,Royal Excel Mouscron,39,60,0.65
2015/2016,8372,SD Eibar,49,76,0.6447368421052632
2009/2010,9976,Bari,49,76,0.6447368421052632
2011/2012,9777,Servette FC,45,70,0.6428571428571429
2014/2015,8573,KV Oostende,40,66,0.6060606060606061
2014/2015,8197,Leicester City,46,76,0.6052631578947368
2014/2015,8534,Empoli,46,76,0.6052631578947368
2010/2011,8548,Rangers,88,152,0.5789473684210527
2014/2015,7869,Córdoba CF,22,38,0.5789473684210527
2008/2009,9911,VfL Bochum,39,68,0.5735294117647058
2008/2009,8682,Le Mans FC,43,76,0.5657894736842105
2012/2013,10242,ES Troyes AC,43,76,0.5657894736842105
2009/2010,8191,Burnley,42,76,0.5526315789473685
2010/2011,108893,AC Arles-Avignon,21,38,0.5526315789473685
2013/2014,9876,Hellas Verona,62,114,0.543859649122807
2009/2010,8548,Rangers,82,152,0.5394736842105263
2014/2015,274581,Royal Excel Mouscron,32,60,0.5333333333333333
2014/2015,8027,Zawisza Bydgoszcz,32,60,0.5333333333333333
2008/2009,9999,KSV Roeselare,33,62,0.532258064516129
2011/2012,9998,RAEC Mons,50,94,0.5319148936170213
2015/2016,8534,Empoli,40,76,0.5263157894736842
2014/2015,8019,Górnik Łęczna,31,60,0.5166666666666667
2013/2014,8537,Livorno,39,76,0.5131578947368421
2012/2013,1773,Oud-Heverlee Leuven,46,90,0.5111111111111111
2012/2013,9998,RAEC Mons,48,94,0.5106382978723404
2008/2009,8548,Rangers,77,152,0.506578947368421
2011/2012,8548,Rangers,77,152,0.506578947368421
2009/2010,8658,Birmingham City,38,76,0.5
2015/2016,8019,Górnik Łęczna,30,60,0.5
2008/2009,6421,Leixões SC,30,60,0.5
2008/2009,8462,Portsmouth,38,76,0.5
2008/2009,8596,Falkirk,37,76,0.4868421052631579
2010/2011,8658,Birmingham City,37,76,0.4868421052631579
2009/2010,9911,VfL Bochum,33,68,0.4852941176470588
2015/2016,158085,FC Arouca,47,98,0.47959183673469385
2009/2010,8682,Le Mans FC,36,76,0.47368421052631576
2009/2010,9999,KSV Roeselare,29,62,0.46774193548387094
2015/2016,1773,Oud-Heverlee Leuven,42,90,0.4666666666666667
2015/2016,8284,Dundee FC,53,114,0.4649122807017544
2014/2015,10268,Elche CF,35,76,0.4605263157894737
2012/2013,9777,Servette FC,32,70,0.45714285714285713
2014/2015,7788,SC Cambuur,46,102,0.45098039215686275
2008/2009,8244,Widzew Łódź,27,60,0.45
2009/2010,8242,Odra Wodzisław,27,60,0.45
2009/2010,8462,Portsmouth,34,76,0.4473684210526316
2014/2015,8372,SD Eibar,34,76,0.4473684210526316
2009/2010,8614,Sparta Rotterdam,30,68,0.4411764705882353
2009/2010,7955,Neuchâtel Xamax,55,126,0.4365079365079365
2014/2015,6413,PEC Zwolle,59,136,0.4338235294117647
2015/2016,7943,Sassuolo,49,114,0.4298245614035088
2014/2015,9876,Hellas Verona,49,114,0.4298245614035088
2014/2015,7943,Sassuolo,49,114,0.4298245614035088
2014/2015,6433,Go Ahead Eagles,29,68,0.4264705882352941
2011/2012,1773,Oud-Heverlee Leuven,38,90,0.4222222222222222
2014/2015,8426,Partick Thistle F.C.,48,114,0.42105263157894735
2015/2016,8475,Waasland-Beveren,40,96,0.4166666666666667
2009/2010,6421,Leixões SC,25,60,0.4166666666666667
2010/2011,9888,Lecce,46,111,0.4144144144144144
2015/2016,9747,En Avant de Guingamp,47,114,0.41228070175438597
2014/2015,9826,Crystal Palace,47,114,0.41228070175438597
2015/2016,6413,PEC Zwolle,56,136,0.4117647058823529
2009/2010,9855,Grenoble Foot 38,31,76,0.40789473684210525
2009/2010,8596,Falkirk,31,76,0.40789473684210525
2015/2016,9824,FC Vaduz,44,108,0.4074074074074074
2008/2009,6493,AC Bellinzona,44,108,0.4074074074074074
2010/2011,8602,Wolverhampton Wanderers,46,114,0.40350877192982454
2014/2015,8284,Dundee FC,46,114,0.40350877192982454
2013/2014,8426,Partick Thistle F.C.,46,114,0.40350877192982454
2011/2012,8633,Real Madrid CF,121,304,0.3980263157894737
2014/2015,8613,Boavista FC,27,68,0.39705882352941174
2008/2009,7955,Neuchâtel Xamax,50,126,0.3968253968253968
2013/2014,10268,Elche CF,30,76,0.39473684210526316
2013/2014,7788,SC Cambuur,40,102,0.39215686274509803
2013/2014,8023,Pogoń Szczecin,47,120,0.39166666666666666
2009/2010,8593,Ajax,106,272,0.3897058823529412
2010/2011,6493,AC Bellinzona,42,108,0.3888888888888889
2009/2010,9771,"União de Leiria, SAD",35,90,0.3888888888888889
2012/2013,10211,SC Beira Mar,35,90,0.3888888888888889
2009/2010,6493,AC Bellinzona,42,108,0.3888888888888889
2014/2015,8633,Real Madrid CF,118,304,0.3881578947368421
2015/2016,8466,Southampton,59,152,0.3881578947368421
2015/2016,8348,Moreirense FC,38,98,0.3877551020408163
2011/2012,8244,Widzew Łódź,23,60,0.38333333333333336
2008/2009,8242,Odra Wodzisław,23,60,0.38333333333333336
2013/2014,9930,FC Aarau,55,144,0.3819444444444444
2012/2013,8640,PSV,103,272,0.3786764705882353
2012/2013,8634,FC Barcelona,115,304,0.3782894736842105
2013/2014,7943,Sassuolo,43,114,0.37719298245614036
2011/2012,10172,Queens Park Rangers,43,114,0.37719298245614036
2011/2012,8634,FC Barcelona,114,304,0.375
2014/2015,10172,Queens Park Rangers,42,114,0.3684210526315789
2014/2015,8191,Burnley,28,76,0.3684210526315789
2015/2016,8634,FC Barcelona,112,304,0.3684210526315789
2015/2016,10242,ES Troyes AC,28,76,0.3684210526315789
2012/2013,7842,Estoril Praia,47,128,0.3671875
2015/2016,8633,Real Madrid CF,110,304,0.3618421052631579
2015/2016,8649,Ross County FC,55,152,0.3618421052631579
2014/2015,8634,FC Barcelona,110,304,0.3618421052631579
2012/2013,9823,FC Bayern Munich,98,272,0.3602941176470588
2014/2015,9747,En Avant de Guingamp,41,114,0.35964912280701755
2015/2016,8426,Partick Thistle F.C.,41,114,0.35964912280701755
2013/2014,7730,FC Lausanne-Sports,38,106,0.3584905660377358
2010/2011,10211,SC Beira Mar,32,90,0.35555555555555557
2013/2014,8466,Southampton,54,152,0.35526315789473684
2011/2012,4087,Évian Thonon Gaillard FC,54,152,0.35526315789473684
2010/2011,9976,Bari,27,76,0.35526315789473684
2009/2010,8537,Livorno,27,76,0.35526315789473684
2014/2015,8466,Southampton,54,152,0.35526315789473684
2015/2016,9772,SL Benfica,88,248,0.3548387096774194
2008/2009,8635,RSC Anderlecht,75,212,0.35377358490566035
2015/2016,8613,Boavista FC,24,68,0.35294117647058826
2011/2012,8350,1. FC Kaiserslautern,24,68,0.35294117647058826
2009/2010,8588,RC Lens,40,114,0.3508771929824561
2011/2012,8602,Wolverhampton Wanderers,40,114,0.3508771929824561
2011/2012,8576,AC Ajaccio,40,114,0.3508771929824561
2010/2011,7955,Neuchâtel Xamax,44,126,0.3492063492063492
2014/2015,9772,SL Benfica,86,248,0.3467741935483871
2013/2014,9823,FC Bayern Munich,94,272,0.34558823529411764
2014/2015,10218,Excelsior,47,136,0.34558823529411764
2013/2014,6413,PEC Zwolle,47,136,0.34558823529411764
2010/2011,9880,Cesena,38,110,0.34545454545454546
2008/2009,8634,FC Barcelona,105,304,0.34539473684210525
2011/2012,9888,Lecce,38,111,0.34234234234234234
2011/2012,9850,Norwich City,52,152,0.34210526315789475
2010/2011,8559,Bolton Wanderers,52,152,0.34210526315789475
2012/2013,8576,AC Ajaccio,39,114,0.34210526315789475
2015/2016,9826,Crystal Palace,39,114,0.34210526315789475
2013/2014,8633,Real Madrid CF,104,304,0.34210526315789475
2011/2012,8593,Ajax,93,272,0.34191176470588236
2010/2011,8024,Widzew Łódź,41,120,0.3416666666666667
2009/2010,8455,Chelsea,103,304,0.33881578947368424
2012/2013,8633,Real Madrid CF,103,304,0.33881578947368424
2014/2015,8640,PSV,92,272,0.3382352941176471
2014/2015,8348,Moreirense FC,33,98,0.336734693877551
2013/2014,9925,Celtic,102,304,0.3355263157894737
2013/2014,8456,Manchester City,102,304,0.3355263157894737
2015/2016,9910,RC Celta de Vigo,51,152,0.3355263157894737
2015/2016,9847,Paris Saint-Germain,102,304,0.3355263157894737
2009/2010,8633,Real Madrid CF,102,304,0.3355263157894737
2010/2011,8633,Real Madrid CF,102,304,0.3355263157894737
2008/2009,8031,Polonia Bytom,30,90,0.3333333333333333
2014/2015,8023,Pogoń Szczecin,40,120,0.3333333333333333
2008/2009,9888,Lecce,37,111,0.3333333333333333
2013/2014,8650,Liverpool,101,304,0.33223684210526316
2010/2011,10218,Excelsior,45,136,0.33088235294117646
2008/2009,9998,RAEC Mons,31,94,0.32978723404255317
2012/2013,7794,SC Bastia,50,152,0.32894736842105265
2013/2014,8634,FC Barcelona,100,304,0.32894736842105265
2013/2014,7842,Estoril Praia,42,128,0.328125
2014/2015,9880,Cesena,36,110,0.32727272727272727
2014/2015,8342,Club Brugge KV,69,212,0.32547169811320753
2012/2013,8635,RSC Anderlecht,69,212,0.32547169811320753
2013/2014,8576,AC Ajaccio,37,114,0.32456140350877194
2013/2014,10219,RKC Waalwijk,44,136,0.3235294117647059
2015/2016,8640,PSV,88,272,0.3235294117647059
2015/2016,7788,SC Cambuur,33,102,0.3235294117647059
2009/2010,8634,FC Barcelona,98,304,0.3223684210526316
2013/2014,9910,RC Celta de Vigo,49,152,0.3223684210526316
2008/2009,8696,Racing Santander,49,152,0.3223684210526316
2012/2013,8466,Southampton,49,152,0.3223684210526316
2012/2013,10281,Real Valladolid,49,152,0.3223684210526316
2009/2010,8031,Polonia Bytom,29,90,0.32222222222222224
2010/2011,8031,Polonia Bytom,29,90,0.32222222222222224
2011/2012,8640,PSV,87,272,0.31985294117647056
2015/2016,9768,Sporting CP,79,248,0.3185483870967742
2009/2010,9839,VVV-Venlo,43,136,0.3161764705882353
2011/2012,8655,Blackburn Rovers,48,152,0.3157894736842105
2008/2009,9855,Grenoble Foot 38,24,76,0.3157894736842105
2010/2011,8521,Stade Brestois 29,36,114,0.3157894736842105
2009/2010,9931,FC Basel,90,286,0.3146853146853147
2009/2010,9772,SL Benfica,78,248,0.31451612903225806
2015/2016,7842,Estoril Praia,40,128,0.3125
2014/2015,8475,Waasland-Beveren,30,96,0.3125
2010/2011,8634,FC Barcelona,95,304,0.3125
2012/2013,8342,Club Brugge KV,66,212,0.3113207547169811
2008/2009,9985,Standard de Liège,66,212,0.3113207547169811
2009/2010,8322,Arka Gdynia,28,90,0.3111111111111111
2009/2010,8661,RCD Mallorca,59,190,0.3105263157894737
2012/2013,9772,SL Benfica,77,248,0.31048387096774194
2014/2015,9837,Stade de Reims,47,152,0.3092105263157895
2014/2015,9910,RC Celta de Vigo,47,152,0.3092105263157895
2012/2013,8649,Ross County FC,47,152,0.3092105263157895
2012/2013,6413,PEC Zwolle,42,136,0.3088235294117647
2011/2012,9839,VVV-Venlo,42,136,0.3088235294117647
2015/2016,9931,FC Basel,88,286,0.3076923076923077
2008/2009,9991,KAA Gent,67,218,0.3073394495412844
2010/2011,8588,RC Lens,35,114,0.30701754385964913
2012/2013,8560,Real Sociedad,70,228,0.30701754385964913
2012/2013,8348,Moreirense FC,30,98,0.30612244897959184
2011/2012,8456,Manchester City,93,304,0.3059210526315789
2015/2016,9925,Celtic,93,304,0.3059210526315789
2013/2014,9804,Torino,58,190,0.30526315789473685
2012/2013,8593,Ajax,83,272,0.30514705882352944
2011/2012,8583,AJ Auxerre,46,152,0.3026315789473684
2011/2012,8559,Bolton Wanderers,46,152,0.3026315789473684
2010/2011,8655,Blackburn Rovers,46,152,0.3026315789473684
2012/2013,4087,Évian Thonon Gaillard FC,46,152,0.3026315789473684
2009/2010,8394,Real Zaragoza,46,152,0.3026315789473684
2014/2015,8649,Ross County FC,46,152,0.3026315789473684
2012/2013,9925,Celtic,92,304,0.3026315789473684
2008/2009,10281,Real Valladolid,46,152,0.3026315789473684
2015/2016,8342,Club Brugge KV,64,212,0.3018867924528302
2012/2013,7730,FC Lausanne-Sports,32,106,0.3018867924528302
2010/2011,9987,KRC Genk,64,212,0.3018867924528302
2011/2012,8611,FC Twente,82,272,0.3014705882352941
2015/2016,9789,Borussia Dortmund,82,272,0.3014705882352941
2012/2013,8603,Real Betis Balompié,57,190,0.3
2008/2009,8322,Arka Gdynia,27,90,0.3
2015/2016,8023,Pogoń Szczecin,36,120,0.3
2012/2013,2183,P. Warszawa,45,150,0.3
2014/2015,9773,FC Porto,74,248,0.29838709677419356
2015/2016,9876,Hellas Verona,34,114,0.2982456140350877
2013/2014,9747,En Avant de Guingamp,34,114,0.2982456140350877
2015/2016,8593,Ajax,81,272,0.2977941176470588
2012/2013,9789,Borussia Dortmund,81,272,0.2977941176470588
2010/2011,9823,FC Bayern Munich,81,272,0.2977941176470588
2008/2009,10192,BSC Young Boys,85,286,0.2972027972027972
2012/2013,9987,KRC Genk,63,212,0.2971698113207547
2014/2015,7842,Estoril Praia,38,128,0.296875
2009/2010,9997,Sint-Truidense VV,35,118,0.2966101694915254
2010/2011,8583,AJ Auxerre,45,152,0.29605263157894735
2011/2012,9993,Beerschot AC,45,152,0.29605263157894735
2010/2011,9773,FC Porto,73,248,0.29435483870967744
2013/2014,9789,Borussia Dortmund,80,272,0.29411764705882354
2015/2016,9823,FC Bayern Munich,80,272,0.29411764705882354
2008/2009,8721,VfL Wolfsburg,80,272,0.29411764705882354
2011/2012,10219,RKC Waalwijk,40,136,0.29411764705882354
2011/2012,9789,Borussia Dortmund,80,272,0.29411764705882354
2014/2015,9823,FC Bayern Munich,80,272,0.29411764705882354
2014/2015,9931,FC Basel,84,286,0.2937062937062937
2011/2012,10260,Manchester United,89,304,0.29276315789473684
2009/2010,8635,RSC Anderlecht,62,212,0.29245283018867924
2012/2013,8475,Waasland-Beveren,28,96,0.2916666666666667
2010/2011,8640,PSV,79,272,0.29044117647058826
2011/2012,10228,SC Heerenveen,79,272,0.29044117647058826
2015/2016,9837,Stade de Reims,44,152,0.2894736842105263
2013/2014,8649,Ross County FC,44,152,0.2894736842105263
2008/2009,9993,Beerschot AC,44,152,0.2894736842105263
2013/2014,9826,Crystal Palace,33,114,0.2894736842105263
2013/2014,9837,Stade de Reims,44,152,0.2894736842105263
2011/2012,9991,KAA Gent,63,218,0.2889908256880734
2011/2012,10211,SC Beira Mar,26,90,0.28888888888888886
2010/2011,9809,Naval 1° de Maio,26,90,0.28888888888888886
2011/2012,8635,RSC Anderlecht,61,212,0.28773584905660377
2012/2013,10219,RKC Waalwijk,39,136,0.2867647058823529
2015/2016,8526,De Graafschap,39,136,0.2867647058823529
2013/2014,158085,FC Arouca,28,98,0.2857142857142857
2014/2015,7819,SM Caen,54,190,0.28421052631578947
2013/2014,10003,Swansea City,54,190,0.28421052631578947
2011/2012,9823,FC Bayern Munich,77,272,0.28308823529411764
2011/2012,9987,KRC Genk,60,212,0.2830188679245283
2010/2011,8342,Club Brugge KV,60,212,0.2830188679245283
2012/2013,10260,Manchester United,86,304,0.28289473684210525
2009/2010,10260,Manchester United,86,304,0.28289473684210525
2012/2013,9773,FC Porto,70,248,0.28225806451612906
2009/2010,9773,FC Porto,70,248,0.28225806451612906
2012/2013,8521,Stade Brestois 29,32,114,0.2807017543859649
2014/2015,8588,RC Lens,32,114,0.2807017543859649
2009/2010,8602,Wolverhampton Wanderers,32,114,0.2807017543859649
2008/2009,10243,FC Zürich,80,286,0.27972027972027974
2010/2011,9925,Celtic,85,304,0.27960526315789475
2013/2014,10235,Feyenoord,76,272,0.27941176470588236
2008/2009,8661,RCD Mallorca,53,190,0.2789473684210526
2011/2012,8370,Rayo Vallecano,53,190,0.2789473684210526
2015/2016,9807,CF Os Belenenses,44,158,0.27848101265822783
2008/2009,8342,Club Brugge KV,59,212,0.2783018867924528
2011/2012,9773,FC Porto,69,248,0.2782258064516129
2010/2011,9771,"União de Leiria, SAD",25,90,0.2777777777777778
2008/2009,9809,Naval 1° de Maio,25,90,0.2777777777777778
2011/2012,9771,"União de Leiria, SAD",25,90,0.2777777777777778
2010/2011,8165,1. FC Nürnberg,47,170,0.27647058823529413
2013/2014,8406,FC Augsburg,47,170,0.27647058823529413
2009/2010,8559,Bolton Wanderers,42,152,0.27631578947368424
2013/2014,9847,Paris Saint-Germain,84,304,0.27631578947368424
2013/2014,9829,AS Monaco,63,228,0.27631578947368424
2011/2012,9925,Celtic,84,304,0.27631578947368424
2013/2014,7794,SC Bastia,42,152,0.27631578947368424
2014/2015,9925,Celtic,84,304,0.27631578947368424
2009/2010,8583,AJ Auxerre,42,152,0.27631578947368424
2009/2010,8696,Racing Santander,42,152,0.27631578947368424
2015/2016,8686,Roma,83,303,0.2739273927392739
2015/2016,8370,Rayo Vallecano,52,190,0.2736842105263158
2015/2016,9804,Torino,52,190,0.2736842105263158
2011/2012,7730,FC Lausanne-Sports,29,106,0.27358490566037735
2010/2011,8635,RSC Anderlecht,58,212,0.27358490566037735
2010/2011,2183,P. Warszawa,41,150,0.2733333333333333
2010/2011,9803,Roda JC Kerkrade,65,238,0.27310924369747897
2008/2009,8633,Real Madrid CF,83,304,0.2730263157894737
2014/2015,8456,Manchester City,83,304,0.2730263157894737
2014/2015,9847,Paris Saint-Germain,83,304,0.2730263157894737
2009/2010,9825,Arsenal,83,304,0.2730263157894737
2011/2012,9931,FC Basel,78,286,0.2727272727272727
2009/2010,10192,BSC Young Boys,78,286,0.2727272727272727
2015/2016,10192,BSC Young Boys,78,286,0.2727272727272727
2015/2016,8028,Piast Gliwice,49,180,0.2722222222222222
2011/2012,10189,FC Schalke 04,74,272,0.27205882352941174
2008/2009,8593,Ajax,74,272,0.27205882352941174
2013/2014,8560,Real Sociedad,62,228,0.2719298245614035
2011/2012,8521,Stade Brestois 29,31,114,0.2719298245614035
2015/2016,2186,Cracovia,57,210,0.2714285714285714
2011/2012,9997,Sint-Truidense VV,32,118,0.2711864406779661
2010/2011,9991,KAA Gent,59,218,0.2706422018348624
2015/2016,9773,FC Porto,67,248,0.2701612903225806
2014/2015,9768,Sporting CP,67,248,0.2701612903225806
2008/2009,8559,Bolton Wanderers,41,152,0.26973684210526316
2010/2011,8696,Racing Santander,41,152,0.26973684210526316
2009/2010,8655,Blackburn Rovers,41,152,0.26973684210526316
2014/2015,4087,Évian Thonon Gaillard FC,41,152,0.26973684210526316
2012/2013,9850,Norwich City,41,152,0.26973684210526316
2008/2009,8603,Real Betis Balompié,51,190,0.26842105263157895
2014/2015,8033,Podbeskidzie Bielsko-Biała,40,150,0.26666666666666666
2009/2010,8551,Siena,40,150,0.26666666666666666
2011/2012,8551,Siena,40,150,0.26666666666666666
2008/2009,2183,P. Warszawa,40,150,0.26666666666666666
2013/2014,10191,FC Thun,57,214,0.26635514018691586
2011/2012,9772,SL Benfica,66,248,0.2661290322580645
2015/2016,9875,Napoli,80,301,0.26578073089701
2013/2014,9885,Juventus,80,301,0.26578073089701
2010/2011,9931,FC Basel,76,286,0.26573426573426573
